Score;b0;b1;b2;b3;b4;distance;avoidance;
36,902;2;2;1;2;2;2;1
20,344;2;2;0;2;2;2;1
16,116;1,677479;1,677479;0;10;1,677479;1,83874;0,8387395
0,716;3;3;0;8,973538;3;2,5;0,04394846
0,468;3;3;0;8,973538;3;2,5;0,04394846
0,592;3;3;0;8,973538;3;2,5;0,04394846
0,804;3;3;0;8,973538;3;2,5;0,04394846
0;2,992222;2,431006;0;10;4,420967;2,402638;0
0;2,992222;2,431006;0;10;4,420967;2,402638;0
0;2,992222;2,431006;0;10;4,420967;2,402638;0
